"","exporter_iso3","industry_id","GL","setor","renda"
"310","AGO",82,0.0030094101778112,"Não-serviços","Renda não-alta"
"311","AGO",83,0.00710028440642163,"Não-serviços","Renda não-alta"
"312","AGO",84,0.000404187203880357,"Não-serviços","Renda não-alta"
"313","AGO",85,0.00050320693960626,"Não-serviços","Renda não-alta"
"314","AGO",86,0.00098739861000896,"Não-serviços","Renda não-alta"
"315","AGO",87,0.00108890772305892,"Não-serviços","Renda não-alta"
"316","AGO",88,0.00174971623339937,"Não-serviços","Renda não-alta"
"317","AGO",89,0.000170059193066008,"Não-serviços","Renda não-alta"
"318","AGO",90,0.000866116842182296,"Não-serviços","Renda não-alta"
"319","AGO",91,0.0396743423171994,"Não-serviços","Renda não-alta"
"320","AGO",92,0.00794199262804329,"Não-serviços","Renda não-alta"
"321","AGO",93,0.0405489727353974,"Não-serviços","Renda não-alta"
"322","AGO",94,0.00105088819508992,"Não-serviços","Renda não-alta"
"323","AGO",95,0.000510648772565125,"Não-serviços","Renda não-alta"
"324","AGO",96,0.000135942054728444,"Não-serviços","Renda não-alta"
"325","AGO",97,0.054283400072248,"Não-serviços","Renda não-alta"
"326","AGO",98,0.00186597361307572,"Não-serviços","Renda não-alta"
"327","AGO",99,0.0511081548359796,"Não-serviços","Renda não-alta"
"328","AGO",100,0.00320764611796531,"Não-serviços","Renda não-alta"
"329","AGO",101,0.0298380685553584,"Não-serviços","Renda não-alta"
"330","AGO",102,0.584961550824958,"Não-serviços","Renda não-alta"
"331","AGO",103,0.0260707003141131,"Não-serviços","Renda não-alta"
"332","AGO",104,0.0156566336482147,"Não-serviços","Renda não-alta"
"333","AGO",105,0.0308398642432558,"Não-serviços","Renda não-alta"
"334","AGO",106,0.000376856865111908,"Não-serviços","Renda não-alta"
"335","AGO",107,0.037144729215549,"Não-serviços","Renda não-alta"
"336","AGO",108,0.0205446439088633,"Não-serviços","Renda não-alta"
"337","AGO",109,0.131090028696127,"Não-serviços","Renda não-alta"
"338","AGO",110,0.108066597539576,"Não-serviços","Renda não-alta"
"339","AGO",111,0.0206172406327434,"Não-serviços","Renda não-alta"
"340","AGO",112,8.8239508102772e-05,"Não-serviços","Renda não-alta"
"341","AGO",113,0.199363296448209,"Não-serviços","Renda não-alta"
"342","AGO",114,0.489687164408888,"Não-serviços","Renda não-alta"
"343","AGO",115,0.00420293546492911,"Não-serviços","Renda não-alta"
"344","AGO",116,0.036705834327836,"Não-serviços","Renda não-alta"
"345","AGO",117,3.39355212528591e-05,"Não-serviços","Renda não-alta"
"346","AGO",118,0.119003350526777,"Não-serviços","Renda não-alta"
"347","AGO",119,0.0631403202985567,"Não-serviços","Renda não-alta"
"348","AGO",120,0.0228195944822747,"Não-serviços","Renda não-alta"
"349","AGO",121,0.000213668150094937,"Não-serviços","Renda não-alta"
"350","AGO",122,0.0337937499280367,"Não-serviços","Renda não-alta"
"351","AGO",123,0.00688438199056984,"Não-serviços","Renda não-alta"
"352","AGO",124,0.010876121565829,"Não-serviços","Renda não-alta"
"353","AGO",125,0.0174977035930652,"Não-serviços","Renda não-alta"
"354","AGO",126,0.0131696885012781,"Não-serviços","Renda não-alta"
"355","AGO",127,0.00427779261358507,"Não-serviços","Renda não-alta"
"356","AGO",128,0.0102137405581434,"Não-serviços","Renda não-alta"
"357","AGO",129,0.00400067731776133,"Não-serviços","Renda não-alta"
"358","AGO",130,0.00660938056258231,"Não-serviços","Renda não-alta"
"359","AGO",131,0.0319461982811583,"Não-serviços","Renda não-alta"
"360","AGO",132,0.0217411026047655,"Não-serviços","Renda não-alta"
"361","AGO",133,0.00751664882822956,"Não-serviços","Renda não-alta"
"362","AGO",134,0.00889326891746145,"Não-serviços","Renda não-alta"
"363","AGO",135,0.0483454150410701,"Não-serviços","Renda não-alta"
"364","AGO",136,0.00267979832971565,"Não-serviços","Renda não-alta"
"365","AGO",137,0.0739810929958423,"Não-serviços","Renda não-alta"
"366","AGO",138,0.0456248417504644,"Não-serviços","Renda não-alta"
"367","AGO",139,0.0472869514374556,"Não-serviços","Renda não-alta"
"368","AGO",140,0.0207972259274904,"Não-serviços","Renda não-alta"
"369","AGO",141,0.0909528085797222,"Não-serviços","Renda não-alta"
"370","AGO",142,0.0135696855061453,"Não-serviços","Renda não-alta"
"371","AGO",143,3.69744181272225e-07,"Não-serviços","Renda não-alta"
"372","AGO",144,0.0649476838534084,"Não-serviços","Renda não-alta"
"373","AGO",145,0.0484458558413539,"Não-serviços","Renda não-alta"
"374","AGO",146,0.00381485852213237,"Não-serviços","Renda não-alta"
"375","AGO",147,0.0699692947061953,"Não-serviços","Renda não-alta"
"376","AGO",148,0.00214446760068987,"Não-serviços","Renda não-alta"
"377","AGO",149,0.365678407902683,"Não-serviços","Renda não-alta"
"378","AGO",150,0.0361824181831678,"Não-serviços","Renda não-alta"
"379","AGO",151,0.138253198723407,"Não-serviços","Renda não-alta"
"380","AGO",152,0.00134675732436185,"Não-serviços","Renda não-alta"
"381","AGO",153,0.00129056536299266,"Não-serviços","Renda não-alta"
"382","AGO",158,NA,"Serviços","Renda não-alta"
"383","AGO",162,0.0149253734684784,"Serviços","Renda não-alta"
"384","AGO",163,0.0140703517337439,"Serviços","Renda não-alta"
"385","AIA",26,NA,"Não-serviços",NA
"386","AIA",36,0.0389013697450155,"Não-serviços",NA
"387","AIA",38,0.000765492234940379,"Não-serviços",NA
"388","AIA",39,0.043082931029181,"Não-serviços",NA
"389","AIA",40,0.67425721611894,"Não-serviços",NA
"390","AIA",41,0.0108681622901636,"Não-serviços",NA
"391","AIA",43,0.00708384922970762,"Não-serviços",NA
"392","AIA",44,0.109446802539727,"Não-serviços",NA
"393","AIA",46,0.00012362085483808,"Não-serviços",NA
"394","AIA",47,0.373875293567442,"Não-serviços",NA
"395","AIA",48,0.00104013679879189,"Não-serviços",NA
"396","AIA",49,0.051225535870727,"Não-serviços",NA
"397","AIA",52,0.203128336536408,"Não-serviços",NA
"398","AIA",53,0.0147501004957794,"Não-serviços",NA
"399","AIA",56,0.0855397148676171,"Não-serviços",NA
"400","AIA",57,0.890606130980028,"Não-serviços",NA
"401","AIA",58,0.0442317298347134,"Não-serviços",NA
"402","AIA",61,0.00265375754571162,"Não-serviços",NA
"403","AIA",62,0.00153723565540553,"Não-serviços",NA
"404","AIA",63,0.00161680163411626,"Não-serviços",NA
"405","AIA",66,0.0390946502057614,"Não-serviços",NA
"406","AIA",67,0.00174559963425536,"Não-serviços",NA
"407","AIA",68,0.579936875275474,"Não-serviços",NA
"408","AIA",69,0.536912751677852,"Não-serviços",NA
"409","AIA",70,0.154242438264464,"Não-serviços",NA
"410","AIA",71,0.457824441944116,"Não-serviços",NA
"411","AIA",81,0.190757523459387,"Não-serviços",NA
